,movie,percentage
554,Walking Tall_0351977_anno.txt,0.597303
555,Obsessed_1198138_anno.txt,0.610428
556,Solomon Kane_0970452_anno.txt,0.477098
557,Black Rain_0096933_anno.txt,0.615779
558,The Wedding Date_0372532_anno.txt,0.652892
559,Get Rich or Die Tryin_0430308_anno.txt,0.669162
560,Terminator Salvation_0438488_anno.txt,0.494664
561,Legend_0089469_anno.txt,0.603839
562,Kin_6017942_anno.txt,0.655089
563,The English Patient_0116209_anno.txt,0.483961
564,Blade Trinity_0359013_anno.txt,0.409326
565,Mission to Mars_0183523_anno.txt,0.590098
566,Pawn Sacrifice_1596345_anno.txt,0.636592
567,Strangers on a Train_0044079_anno.txt,0.642083
568,Bloodshot_1634106_anno.txt,0.59595
569,Any Given Sunday_0146838_anno.txt,0.469571
570,Skyline_1564585_anno.txt,0.628142
571,New Jack City_0102526_anno.txt,0.279731
572,Butter_1349451_anno.txt,0.505435
573,Kill Bill Vol 2_0378194_anno.txt,0.606109
574,2012_1190080_anno.txt,0.328229
575,Margot at the Wedding_0757361_anno.txt,0.780873
576,Hell or High Water_2582782_anno.txt,0.626897
577,The Sound of Music_0059742_anno.txt,0.466825
578,Next_0435705_anno.txt,0.62087
579,The Grudge_3612126_anno.txt,0.426011
580,Firetrap_0243907_anno.txt,0.68197
581,Inside Llewyn Davis_2042568_anno.txt,0.196839
582,Jade_0113451_anno.txt,0.329715
583,Supergirl_0088206_anno.txt,0.571031
584,The Faculty_0133751_anno.txt,0.363476
585,Mary Rose_0417952_anno.txt,0.546082
586,The Last Man on Earth_0058700_anno.txt,0.721361
587,Texas Chainsaw_1572315_anno.txt,0.597397
588,The Past_2404461_anno.txt,0.737344
589,The World s End_1213663_anno.txt,0.670106
590,It s a Wonderful Life_0038650_anno.txt,0.589655
591,Team America World Police_0372588_anno.txt,0.27285
592,Quartet_1441951_anno.txt,0.589387
593,Death Proof_1028528_anno.txt,0.260164
594,My Big Fat Greek Wedding 2_3760922_anno.txt,0.461988
595,The Anniversary Party_0254099_anno.txt,0.506952
596,An American Werewolf in Paris_0118604_anno.txt,0.638375
597,The Losers_0480255_anno.txt,0.459354
598,The Hitcher_0091209_anno.txt,0.689958
599,E T the Extra Terrestrial_0083866_anno.txt,0.514872
600,The Accidental Tourist_0094606_anno.txt,0.680862
601,Bill Ted s Excellent Adventure_0096928_anno.txt,0.673077
602,Piranha 3D_0464154_anno.txt,0.430338
603,Bill Ted s Bogus Journey_0101452_anno.txt,0.591346
604,The Utah Murder Project_0831374_anno.txt,0.442204
605,The Blast from the Past_0581053_anno.txt,0.644005
606,Waterworld_0114898_anno.txt,0.517113
607,The French Connection_0067116_anno.txt,0.457065
608,La La Land_3783958_anno.txt,0.762622
609,Truth_3859076_anno.txt,0.534947
610,King Kong_0024216_anno.txt,0.698883
611,Knocked Up_0478311_anno.txt,0.633266
612,The Fast and the Furious_0232500_anno.txt,0.541258
613,Capernaum_8267604_anno.txt,0.527314
614,I Hope They Serve Beer in Hell_1220628_anno.txt,0.722146
615,Evil Dead II_0092991_anno.txt,0.440824
616,Shrek the Third_0413267_anno.txt,0.4671
617,The Tourist_1243957_anno.txt,0.636067
618,All the Money in the World_5294550_anno.txt,0.590341
619,Scream 4_1262416_anno.txt,0.362568
620,House on Haunted Hill_0185371_anno.txt,0.578604
621,Wadjda_2258858_anno.txt,0.668235
622,Fun with Dick and Jane_0076059_anno.txt,0.530045
623,Missing_0084335_anno.txt,0.408357
624,Henry Fool_0122529_anno.txt,0.687454
625,Free Fire_4158096_anno.txt,0.561105
626,The Three Musketeers_0108333_anno.txt,0.412856
627,Constantine_0360486_anno.txt,0.69277
628,Passenger 57_0105104_anno.txt,0.551977
629,42_0453562_anno.txt,0.448183
630,Y The Last Man_8042500_anno.txt,0.556249
631,The Hours_0274558_anno.txt,0.480751
632,Peggy Sue Got Married_0091738_anno.txt,0.672144
633,Wedding Crashers_0396269_anno.txt,0.589229
634,Hannah and Her Sisters_0091167_anno.txt,0.536948
635,Great Expectations_0119223_anno.txt,0.454332
636,Hitchcock_0975645_anno.txt,0.497199
637,Ali_0248667_anno.txt,0.461937
638,Prince of Darkness_0093777_anno.txt,0.471842
639,Gremlins 2 The New Batch_0099700_anno.txt,0.364593
640,It Follows_3235888_anno.txt,0.578122
641,The Meyerowitz Stories_5536736_anno.txt,0.695214
642,St Vincent_2170593_anno.txt,0.643029
643,The Big Sick_5462602_anno.txt,0.66321
644,The Brave One_0476964_anno.txt,0.576011
645,Dead Silence_0455760_anno.txt,0.48552
646,The Fabulous Baker Boys_0097322_anno.txt,0.842356
647,Monsters Inc_0198781_anno.txt,0.675586
648,Invictus_1057500_anno.txt,0.443919
649,Bird Box_2737304_anno.txt,0.458454
650,The Babadook_2321549_anno.txt,0.78694
651,Assassination Nation_6205872_anno.txt,0.33063
652,30 Days of Night_0389722_anno.txt,0.610388
653,The Death of Stalin_4686844_anno.txt,0.548237
654,Brad s Status_5884230_anno.txt,0.707552
655,The Parallax View_0071970_anno.txt,0.39042
656,No Strings Attached_1411238_anno.txt,0.658433
657,Spider Man Into the Spider Verse_4633694_anno.txt,0.570679
658,Bad Teacher_1284575_anno.txt,0.554758
659,Gosford Park_0280707_anno.txt,0.259314
660,Law Abiding Citizen_1197624_anno.txt,0.576248
661,The Great Outdoors_0095253_anno.txt,0.635111
662,The Way Back_8544498_anno.txt,0.441918
663,The Lion King_0110357_anno.txt,0.441926
664,Ringu_0178868_anno.txt,0.656394
665,Full Body Massage_0113131_anno.txt,0.843767
666,Charlie Wilson s War_0472062_anno.txt,0.544385
667,Casablanca_0034583_anno.txt,0.555365
668,I Walked with a Zombie_0036027_anno.txt,0.576975
669,Requiem for a Dream_0180093_anno.txt,0.569724
670,Jonah A VeggieTales Movie_0298388_anno.txt,0.232361
671,Bright Angel_0101510_anno.txt,0.462954
672,How Do You Know_1341188_anno.txt,0.660562
673,Mr Nobody_0485947_anno.txt,0.442772
674,Lawrence of Arabia_0056172_anno.txt,0.39006
675,Battlestar Galactica_0407362_anno.txt,0.514736
676,Rachel Getting Married_1084950_anno.txt,0.655458
677,Live Free or Die Hard_0337978_anno.txt,0.400322
678,Tinker Tailor Soldier Spy_1340800_anno.txt,0.426828
679,Elf_0319343_anno.txt,0.531123
680,Bringing Out the Dead_0163988_anno.txt,0.573941
681,Dave_8531222_anno.txt,0.587029
682,Bad Boys for Life_1502397_anno.txt,0.607934
683,Extract_1225822_anno.txt,0.560722
684,Quo Vadis_0043949_anno.txt,0.464189
685,Searching for Bobby Fischer_0108065_anno.txt,0.513784
686,Ishtar_0093278_anno.txt,0.361363
687,Apt Pupil_0118636_anno.txt,1.0
688,Wind River_5362988_anno.txt,0.664334
689,The Hindenburg_0073113_anno.txt,0.289611
690,Mistress America_2872462_anno.txt,0.712377
691,The Best Exotic Marigold Hotel_1412386_anno.txt,0.405525
692,Damien Omen II_0077394_anno.txt,0.363934
693,Game 6_0425055_anno.txt,0.55806
694,Basquiat_0115632_anno.txt,0.511897
695,127 Hours_1542344_anno.txt,0.733732
696,Insidious Chapter 2_2226417_anno.txt,0.404562
697,Are We Done Yet_0422774_anno.txt,0.454303
698,MASH_0066026_anno.txt,0.590041
699,The Only Living Boy in New York_0460890_anno.txt,0.681775
700,Bottle Rocket_0115734_anno.txt,0.876234
701,Anastasia_0118617_anno.txt,0.521279
702,Cherry Falls_0175526_anno.txt,0.416577
703,Rails Ties_0822849_anno.txt,0.61117
704,The Gift_0219699_anno.txt,0.483209
705,Autumn in New York_0174480_anno.txt,0.687488
706,Living in Oblivion_0113677_anno.txt,0.634344
707,Love Basketball_0199725_anno.txt,0.573509
708,Pitch Perfect_1981677_anno.txt,0.426573
709,Jeffrey Archer The Truth_0343861_anno.txt,0.526119
710,Limitless_1219289_anno.txt,0.649777
711,The General s Daughter_0144214_anno.txt,0.616847
712,Dragon Slayer_3710404_anno.txt,0.484697
713,Cool Hand Luke_0061512_anno.txt,0.524025
714,Awake_0211933_anno.txt,0.767799
715,Elysium_1535108_anno.txt,0.463326
716,Collateral_0369339_anno.txt,0.626837
717,Robin Hood Prince of Thieves_0102798_anno.txt,0.498217
718,Hard to Kill_0099739_anno.txt,0.569599
719,Escape from L A_0116225_anno.txt,0.460329
720,City Island_1174730_anno.txt,0.711145
721,The Texas Chain Saw Massacre_0072271_anno.txt,0.286537
722,Nocturnal Animals_4550098_anno.txt,0.567178
723,Forrest Gump_0109830_anno.txt,0.632793
724,We Own the Night_0498399_anno.txt,0.473119
725,The Post_6294822_anno.txt,0.612247
726,Men in Black_0119654_anno.txt,0.607537
727,L A Confidential_0119488_anno.txt,0.462619
728,Good Luck Chuck_0452625_anno.txt,0.733522
729,Deep Impact_0120647_anno.txt,0.433136
730,Disturbing Behavior_0134619_anno.txt,0.384864
731,The Thin Red Line_0058648_anno.txt,0.279195
732,The Ballad of Buster Scruggs_6412452_anno.txt,0.414233
733,Midnight in Paris_1605783_anno.txt,0.588817
734,Total Recall_0100802_anno.txt,0.425569
735,Girl with a Pearl Earring_0335119_anno.txt,0.522933
736,Notes on a Scandal_0465551_anno.txt,0.75056
737,Hidden Figures_4846340_anno.txt,0.445405
738,Vanilla Sky_0259711_anno.txt,0.58465
739,Chapter Seven Loud Fast and Keep Going_6866356_anno.txt,0.448664
740,Stranger Things_4574334_anno.txt,0.398907
741,The Jackie Robinson Story_0042609_anno.txt,0.419408
742,Tomb Raider_1365519_anno.txt,0.702611
743,High Noon_0044706_anno.txt,0.204071
744,Ferris Bueller s Day Off_0091042_anno.txt,0.618852
745,Cradle 2 the Grave_0306685_anno.txt,0.496042
746,The Punisher_0330793_anno.txt,0.362531
747,Hackers_0113243_anno.txt,0.428593
748,His Girl Friday_0032599_anno.txt,0.616386
749,While We re Young_1791682_anno.txt,0.679332
750,Salvador_0091886_anno.txt,0.403749
751,Tower Heist_0471042_anno.txt,0.505141
752,Sexy Beast_0203119_anno.txt,0.598958
753,Final Destination 2_0309593_anno.txt,0.516229
754,Ruby Sparks_1839492_anno.txt,0.716282
755,Wild Wild West_0120891_anno.txt,0.696386
756,Jojo Rabbit_2584384_anno.txt,0.532735
757,Crank_0479884_anno.txt,0.510586
758,At First Sight_0132512_anno.txt,0.778571
759,Stalag 17_0046359_anno.txt,0.395259
760,The Twilight Saga New Moon_1259571_anno.txt,0.643694
761,Network_0074958_anno.txt,0.52575
762,Monsters University_1453405_anno.txt,0.492299
763,Near Dark_0093605_anno.txt,0.548696
764,Inside Man_0454848_anno.txt,0.594709
765,The Client_0109446_anno.txt,0.463915
766,Somewhere in Time_0081534_anno.txt,0.572869
767,Absolute Power_0118548_anno.txt,0.480554
768,American Splendor_0305206_anno.txt,0.668919
769,A Nightmare on Elm Street_0087800_anno.txt,0.572471
770,Cars 2_1216475_anno.txt,0.452184
771,National Lampoon s Vacation_0085995_anno.txt,0.916504
772,Pride Prejudice_0414387_anno.txt,0.478267
773,Wives and Lovers_0057688_anno.txt,0.375932
774,Reservation Road_0831884_anno.txt,0.548326
775,The Whistleblower_0896872_anno.txt,0.441839
776,15 Minutes_0179626_anno.txt,0.469221
777,Forgetting Sarah Marshall_0800039_anno.txt,0.705309
778,The Omega Man_0067525_anno.txt,0.546865
779,Kundun_0119485_anno.txt,0.508877
780,Fighting with My Family_6513120_anno.txt,0.512463
781,Young Soul Rebels_0103312_anno.txt,0.573026
782,Harry Potter and the Chamber of Secrets_0295297_anno.txt,0.45979
783,Annabelle_3322940_anno.txt,0.629291
784,Armageddon_0120591_anno.txt,0.453052
785,Reindeer Games_0184858_anno.txt,0.693314
786,Secondhand Lions_0327137_anno.txt,0.652308
787,Crazy Stupid Love_1570728_anno.txt,0.5308
788,The Cutting Edge_0104040_anno.txt,0.593926
789,American Shaolin_0101327_anno.txt,0.650768
790,The Last Boy Scout_0102266_anno.txt,0.638593
791,Little Children_0404203_anno.txt,0.404135
792,Pet Sematary_0837563_anno.txt,0.754179
793,Beautiful Girls_0115639_anno.txt,0.484276
794,Ace Ventura Pet Detective_0109040_anno.txt,0.636698
795,Jaws 2_0077766_anno.txt,0.408712
796,Sucker_0178047_anno.txt,0.761562
797,Waves_8652728_anno.txt,0.504932
798,The Last Castle_0272020_anno.txt,0.691693
799,John Carter_0401729_anno.txt,0.63553
800,Braveheart_0112573_anno.txt,0.36893
801,Maudie_3721954_anno.txt,0.77956
802,GoldenEye_0113189_anno.txt,0.524522
803,A Prayer Before Dawn_4080956_anno.txt,0.55499
804,The Program_0107889_anno.txt,0.485902
805,Contagion_1598778_anno.txt,0.309184
806,The Rise and Rise of Michael Rimmer_0066302_anno.txt,0.40394
807,Back to the Future_0088763_anno.txt,0.772685
808,Assassins_0112401_anno.txt,0.797216
809,Skyscraper_5758778_anno.txt,0.547999
810,Gangs of New York_0217505_anno.txt,0.505482
811,Downton Abbey_1606375_anno.txt,0.227436
812,Ghost World_0162346_anno.txt,0.690154
813,Gone in 60 Seconds_0187078_anno.txt,0.463591
814,A Nightmare on Elm Street 3 Freddy s rache_12734734_anno.txt,0.460252
815,The Brothers Bloom_0844286_anno.txt,0.791626
816,Gothika_0348836_anno.txt,0.627677
817,Night at the Museum Battle of the Smithsonian_1078912_anno.txt,0.511225
818,The Conspirator_0968264_anno.txt,0.556687
819,The Man from U N C L E_1638355_anno.txt,0.52819
820,Rush Hour 2_0266915_anno.txt,0.775082
821,The Big White_0402850_anno.txt,0.532364
822,All Is True_9206798_anno.txt,0.583703
823,V for Vendetta_0434409_anno.txt,0.488909
824,Final Destination_0195714_anno.txt,0.533078
825,Popeye_0081353_anno.txt,0.505217
826,Indiana Jones and the Kingdom of the Crystal Skull_0367882_anno.txt,0.659579
827,Balls Out Gary the Tennis Coach_0787470_anno.txt,0.658522
828,The Leisure Seeker_3741632_anno.txt,0.806665
829,The Leopard Man_0036104_anno.txt,0.499937
830,The Unborn_1139668_anno.txt,0.642409
831,Life on Liberty Street_0399281_anno.txt,0.580375
832,Starman_0088172_anno.txt,0.651209
833,The Others_0230600_anno.txt,0.74824
834,The Rage Carrie 2_0144814_anno.txt,0.394511
835,Superman The Man of Steel_1453257_anno.txt,0.337471
836,Ocean s Eleven_0240772_anno.txt,0.529172
837,John Wick_2911666_anno.txt,0.426182
838,Never Look Away_5311542_anno.txt,0.367663
839,You Only Live Twice_0062512_anno.txt,0.742167
840,The Great Muppet Caper_0082474_anno.txt,0.409475
841,Semi Pro_0839980_anno.txt,0.569551
842,Cast Away_0162222_anno.txt,0.646815
843,Star Trek Insurrection_0120844_anno.txt,0.447849
844,T2 3 D Battle Across Time_0117880_anno.txt,0.570105
845,Innerspace_0093260_anno.txt,0.538486
846,Army of Darkness_0106308_anno.txt,0.545572
847,The Descendants_1033575_anno.txt,0.629619
848,Rendition_0804522_anno.txt,0.284116
849,The Lady in the Van_3722070_anno.txt,0.691504
850,Pleasantville_0120789_anno.txt,0.515292
851,Happy Death Day_5308322_anno.txt,0.651185
852,The Russell Girl_1097649_anno.txt,0.57904
853,Trouble in Paradise_0023622_anno.txt,0.685908
854,The Boy Next Door_3181822_anno.txt,0.732362
855,Extremely Wicked Shockingly Evil and Vile_2481498_anno.txt,0.673509
856,Barely Legal_0302297_anno.txt,0.528109
857,Toni Erdmann_4048272_anno.txt,0.596372
858,Devil in a Blue Dress_0112857_anno.txt,0.593357
859,Last Action Hero_0107362_anno.txt,0.601902
860,The Lost Boys_0093437_anno.txt,0.494361
861,Drive Angry_1502404_anno.txt,0.598073
862,Spartacus_0054331_anno.txt,0.323706
863,The Bridges of Madison County_0112579_anno.txt,0.682635
864,The Frighteners_0116365_anno.txt,0.372185
865,Animal Kingdom_1313092_anno.txt,0.367872
866,Water for Elephants_1067583_anno.txt,0.64711
867,American Beauty_0169547_anno.txt,0.622183
868,Code of Silence_0088936_anno.txt,0.399571
869,Ghost Rider_0259324_anno.txt,0.407171
870,Batman Robin_0118688_anno.txt,0.392876
871,The Invention of Lying_1058017_anno.txt,0.594993
872,Bedlam_0038343_anno.txt,0.62305
873,Copycat_0112722_anno.txt,0.599504
874,Street Kings_0421073_anno.txt,0.582971
875,Martha Marcy May Marlene_1441326_anno.txt,0.624976
876,Crouching Tiger Hidden Dragon Sword of Destiny_2652118_anno.txt,0.60398
877,Downsizing_1389072_anno.txt,0.441688
878,Argo_1024648_anno.txt,0.349808
879,Horrible Bosses 2_2170439_anno.txt,0.698083
880,Fast Times at Ridgemont High_0083929_anno.txt,0.407094
881,Butch Cassidy and the Sundance Kid_0064115_anno.txt,0.505962
882,Midway_6924650_anno.txt,0.390181
883,Charade_0056923_anno.txt,0.543636
884,Silverado_0090022_anno.txt,0.43409
885,What About Bob_0103241_anno.txt,0.680743
886,Planet of the Apes_0133152_anno.txt,0.332205
887,Little Shop of Horrors_0091419_anno.txt,0.585513
888,An Adventure in Space and Time_2663812_anno.txt,0.594517
889,A Nightmare on Elm Street 5 The Dream Child_0097981_anno.txt,0.539309
890,Death Note_1241317_anno.txt,0.60698
891,17 Again_0974661_anno.txt,0.606009
892,Mission Impossible_0117060_anno.txt,0.542711
893,Dangal_5074352_anno.txt,0.576551
894,Just Mercy_4916630_anno.txt,0.542967
895,The Naked Gun 2 The Smell of Fear_0102510_anno.txt,0.454996
896,Airplane_0080339_anno.txt,0.418654
897,Mandingo_0073349_anno.txt,0.372373
898,Thirteen Days_0146309_anno.txt,0.543331
899,Maria Full of Grace_0390221_anno.txt,0.507435
900,Fatal Attraction_0093010_anno.txt,0.558916
901,Spider Man_0145487_anno.txt,0.377737
902,Lord of War_0399295_anno.txt,0.722952
903,In the Bedroom_0247425_anno.txt,0.435206
904,10 Things I Hate About You_0147800_anno.txt,0.517861
905,When a Stranger Calls_0080130_anno.txt,0.401524
906,Eight Legged Freaks_0271367_anno.txt,0.488163
907,The Driver_0077474_anno.txt,0.568262
908,Mudbound_2396589_anno.txt,0.529287
909,The Gambler_2039393_anno.txt,0.66267
910,Philomena_2431286_anno.txt,0.723085
911,Klute_0067309_anno.txt,0.670374
912,Unforgiven_0105695_anno.txt,0.564838
913,Preacher_5016504_anno.txt,0.537231
914,What Price Hollywood_0023686_anno.txt,0.504966
915,Hail Caesar_0475290_anno.txt,0.526781
916,The Box_0362478_anno.txt,0.505711
917,Jackie Brown_0119396_anno.txt,0.699462
918,Birdman or The Unexpected Virtue of Ignorance_2562232_anno.txt,0.546341
919,House of 1000 Corpses_0251736_anno.txt,0.324995
920,Winter s Bone_1399683_anno.txt,0.611292
921,War for the Planet of the Apes_3450958_anno.txt,0.568612
922,Anomalisa_2401878_anno.txt,0.71156
923,Romancing the Stone_0088011_anno.txt,0.576907
924,Maverick_0110478_anno.txt,0.614164
925,The Abduction_0115452_anno.txt,0.496516
926,Valentine s Day_0817230_anno.txt,0.358395
927,Deadpool_1431045_anno.txt,0.656091
928,I Spit on Your Grave_1242432_anno.txt,0.584218
929,12 Monkeys_0114746_anno.txt,0.527563
930,Jarhead_0418763_anno.txt,0.612311
931,Gladiator_0172495_anno.txt,0.515973
932,Eye in the Sky_2057392_anno.txt,0.389973
933,Slither_0439815_anno.txt,0.58946
934,Letters to Juliet_0892318_anno.txt,0.736693
935,American Horror Story_1844624_anno.txt,0.540078
936,The Hurt Locker_0887912_anno.txt,0.719217
937,Syriana_0365737_anno.txt,0.241589
938,From Dusk Till Dawn_0116367_anno.txt,0.693906
939,The Shipping News_0120824_anno.txt,0.567234
940,A Dry White Season_0097243_anno.txt,0.441934
941,Godzilla_0120685_anno.txt,0.472516
942,The Lost Son_0144286_anno.txt,0.544007
943,Secretariat_1028576_anno.txt,0.519135
944,Hereditary_7784604_anno.txt,0.712965
945,The Meg_4779682_anno.txt,0.482559
946,Day of the Dead_0088993_anno.txt,0.460491
947,The Peanut Butter Falcon_4364194_anno.txt,0.0
948,Only Angels Have Wings_0031762_anno.txt,0.470033
949,Little Monsters_0097758_anno.txt,0.580887
950,The Company of Wolves_0087075_anno.txt,0.603189
951,Bad Lieutenant_0103759_anno.txt,0.693515
952,Unbreakable_0217869_anno.txt,0.546794
953,NightMan_0128886_anno.txt,0.659123
954,Pretty Woman_0100405_anno.txt,0.724271
955,Postcards from the Edge_0100395_anno.txt,0.607731
956,Doctor Sleep_5606664_anno.txt,0.582623
957,Blood Diamonds_0743446_anno.txt,0.694718
958,Woman in Gold_2404425_anno.txt,0.586081
959,If I Had a Hammer_0210742_anno.txt,0.674875
960,The Secret Life of Walter Mitty_0359950_anno.txt,0.615166
961,Captain Phillips_1535109_anno.txt,0.648773
962,Amour_1602620_anno.txt,0.795252
963,Kubo and the Two Strings_4302938_anno.txt,0.703957
964,Cliffhanger_0106582_anno.txt,0.554129
965,I Think I Love My Wife_0770772_anno.txt,0.805327
966,Infamous_0420609_anno.txt,0.67535
967,On Golden Pond_0082846_anno.txt,0.65724
968,Jimmy and Judy_0425151_anno.txt,0.731173
969,The Hangover_1119646_anno.txt,0.739343
970,Malibu s Most Wanted_0328099_anno.txt,0.480974
971,Priest_0822847_anno.txt,0.484932
972,Norma Rae_0079638_anno.txt,0.684019
973,Machine Gun Preacher_1586752_anno.txt,0.546252
974,American Animals_6212478_anno.txt,0.851949
975,The Theory of Everything_2980516_anno.txt,0.459247
976,Mary Poppins Returns_5028340_anno.txt,0.428932
977,Halloween III Season of the Witch_0085636_anno.txt,0.471629
978,Naked Gun 33 1 3 The Final Insult_0110622_anno.txt,0.368891
979,Warning Shot_5113250_anno.txt,0.726835
980,A Night at the Roxbury_0120770_anno.txt,0.72528
981,The Howling_0082533_anno.txt,0.381813
982,Tin Men_0094155_anno.txt,0.608586
983,Talladega Nights The Ballad of Ricky Bobby_0415306_anno.txt,0.441635
984,The Young Victoria_0962736_anno.txt,0.542406
985,Wild Things Diamonds in the Rough_0448179_anno.txt,0.487684
986,Roma_6155172_anno.txt,0.480146
987,The Old Man the Gun_2837574_anno.txt,0.515509
988,Hyde Park on Hudson_1477855_anno.txt,0.578699
989,Chasing Sleep_0221069_anno.txt,0.68225
990,Friday the 13th_0758746_anno.txt,0.412452
991,Alien Nation_0094631_anno.txt,0.653224
992,Terms of Endearment_0086425_anno.txt,0.583229
993,The Craft_0115963_anno.txt,0.475998
994,Breakfast at Tiffany s_0054698_anno.txt,0.431038
995,The African Queen_0043265_anno.txt,0.883259
996,John Q_0251160_anno.txt,0.416003
997,Memoirs of a Geisha_0397535_anno.txt,0.377302
998,Before Sunrise_0112471_anno.txt,0.960011
999,Pet Sematary_0098084_anno.txt,0.722417
1000,Her_1798709_anno.txt,0.817348
1001,Transcendence_2209764_anno.txt,0.691958
1002,A Christmas Carol_0044008_anno.txt,0.547234
1003,Major League_0097815_anno.txt,0.498857
1004,The Messenger The Story of Joan of Arc_0151137_anno.txt,0.463668
1005,Tenet_6723592_anno.txt,0.572745
1006,Cobb_0109450_anno.txt,0.79884
1007,Scarface_0086250_anno.txt,0.576033
1008,Notting Hill_0125439_anno.txt,0.696477
1009,Three Billboards Outside Ebbing Missouri_5027774_anno.txt,0.599285
1010,The Italian Job_0290675_anno.txt,0.519741
1011,X2 X Men United_0290334_anno.txt,0.345282
1012,Pirates of the Caribbean The Curse of the Black Pearl_0325980_anno.txt,0.582333
1013,Johnny Mnemonic_0113481_anno.txt,0.169879
1014,Kingdom of Heaven_0320661_anno.txt,0.444624
1015,Toy Story_0114709_anno.txt,0.597835
1016,The Power of One_0105159_anno.txt,0.510704
1017,The Social Network_1285016_anno.txt,0.443467
1018,Halloween II_0082495_anno.txt,1.0
1019,The Hundred Year Old Mystery_1229165_anno.txt,0.378225
1020,Playback_1729217_anno.txt,0.526113
1021,A Christmas Story_0085334_anno.txt,0.699788
1022,Rambling Rose_0102753_anno.txt,0.73774
1023,Timeline_0300556_anno.txt,0.393883
1024,Under the Mountain_1275861_anno.txt,0.603487
1025,Fantastic Four_0120667_anno.txt,0.565825
1026,The Kings of Summer_2179116_anno.txt,0.665977
1027,Beneath the Planet of the Apes_0065462_anno.txt,0.400858
1028,How to Train Your Dragon_0892769_anno.txt,0.614464
1029,Brightburn_7752126_anno.txt,0.679874
1030,13 13 13_2991516_anno.txt,0.765502
1031,Empire of the Sun_0092965_anno.txt,0.616855
1032,The Dark Knight Rises_1345836_anno.txt,0.31844
1033,After Earth_1815862_anno.txt,0.630576
1034,Paper Moon_0070510_anno.txt,0.257624
1035,Hustle Flow_0410097_anno.txt,0.569384
1036,Hanna_0993842_anno.txt,0.503014
1037,Sounder_0069303_anno.txt,0.670331
1038,Five Feet High and Rising_0240507_anno.txt,0.568333
1039,So I Married an Axe Murderer_0108174_anno.txt,0.678869
1040,Battlefield Earth_0185183_anno.txt,0.617012
1041,Hellraiser III Hell on Earth_0104409_anno.txt,0.529293
1042,The Surfer King_0418206_anno.txt,0.559842
1043,Film Stars Don t Die in Liverpool_5711148_anno.txt,0.723416
1044,Casino Royale_0381061_anno.txt,0.429739
1045,Win Win_1606392_anno.txt,0.646688
1046,Hitman_0465494_anno.txt,0.445896
1047,Wanted_0493464_anno.txt,0.654964
1048,Philadelphia_0107818_anno.txt,0.592983
1049,The Hole_1085779_anno.txt,0.736647
1050,Lone Star_0116905_anno.txt,0.337348
1051,The Day the Clown Cried_0068451_anno.txt,0.542752
1052,Precious_0929632_anno.txt,0.754752
1053,Mallrats_0113749_anno.txt,0.537756
1054,The Ides of March_1124035_anno.txt,0.575183
1055,Grabbers_1525366_anno.txt,0.605979
1056,The Good Dinosaur_1979388_anno.txt,0.54955
1057,The Parent Trap_0120783_anno.txt,0.519376
1058,Crime Spree_0310924_anno.txt,0.446134
1059,Scent of a Woman_0105323_anno.txt,0.791537
1060,Wonderstruck_5208216_anno.txt,0.623087
1061,Being John Malkovich_0120601_anno.txt,0.531835
1062,Beowulf Grendel_0402057_anno.txt,0.560057
1063,25th Hour_0307901_anno.txt,0.385915
1064,Human Nature_0219822_anno.txt,0.75316
1065,Death to Smoochy_0266452_anno.txt,0.560064
1066,Ghost Ship_0288477_anno.txt,0.771767
1067,Payback_0120784_anno.txt,0.455635
1068,Safe House_1599348_anno.txt,0.609674
1069,Bridge of Spies_3682448_anno.txt,0.501622
1070,Cellular_0337921_anno.txt,0.573649
1071,The Other Guys_1386588_anno.txt,0.631921
1072,The Rider_6217608_anno.txt,0.632653
1073,Legally Blonde_0250494_anno.txt,0.503831
1074,Austin Powers International Man of Mystery_0118655_anno.txt,0.596233
1075,Under Fire_0086510_anno.txt,0.594055
1076,American Bully_1169133_anno.txt,0.581225
1077,Breaking Bad_0903747_anno.txt,0.645611
1078,Ad Astra_2935510_anno.txt,0.542054
1079,The Devil Wears Prada_0458352_anno.txt,0.657872
1080,Pie lette_1017495_anno.txt,0.720386
1081,Lost Highway_0116922_anno.txt,0.356867
1082,The Siege_0133952_anno.txt,0.657275
1083,Miss Sloane_4540710_anno.txt,0.574436
1084,Rage of the Werewolf_0191391_anno.txt,0.753541
1085,Bright Star_0810784_anno.txt,0.779931
1086,Spotlight_1895587_anno.txt,0.447578
1087,The American_1440728_anno.txt,0.636861
1088,The Kids Are All Right_0842926_anno.txt,0.706542
1089,The Artist_1655442_anno.txt,0.909404
1090,Wild Things_0120890_anno.txt,0.511031
1091,Hardball_0657508_anno.txt,0.604405
1092,Fight Club_0137523_anno.txt,0.81976
1093,The Foundation_0495031_anno.txt,0.47155
1094,The Terminal_0362227_anno.txt,0.440253
1095,Custody_6002232_anno.txt,0.509709
1096,To Sleep with Anger_0100791_anno.txt,0.541578
1097,The Comedian_1967614_anno.txt,0.630402
1098,The Last Station_0824758_anno.txt,0.614326
1099,New York Minute_0363282_anno.txt,0.637595
1100,The Martian_3659388_anno.txt,0.420708
1101,Go_0139239_anno.txt,0.364125
1102,The Bunker_0252963_anno.txt,0.464333
1103,U Turn_0120399_anno.txt,0.653173
